Source_File,Row_Index,Title,Abstract,DOI,Selected,Reason
Scopus,246,Smart technology for non invasive biomedical sensors to measure physiological parameters,"Communication and Information technologies are transforming our lifestyles, social interactions, and workplaces. One of the promising applications of the information and communication technology is healthcare and wellness management. Advancement in electronic health care and mobile have made doctors and patients to involve the modern healthcare system by extending the capabilities of physiological monitoring devices. Various biomedical sensors are being used to measure the physiological parameters like pulse rate, blood glucose level, blood pressure etc., Among various bio-sensor, Researchers from different field of science are particularly and increasingly interested in Photoplethysmography (PPG) signals. This chapter addresses the importance of bio sensors and its principle, significance of remote monitoring of PPG signal using Radio Frequency (RF) and design challenges in RF connectivity. Also this chapter presents a reliable low power wireless transmission mechanism of biomedical signals which works on narrow band RF frequencies. © 2018 IGI Global. All rights reserved.",10.4018/978-1-5225-3158-6.ch034,YES,Unique DOI
Scopus,247,FPGA based smart system for non invasive blood glucose sensing using photoplethysmography and online correction of motion artifact,"Near infrared spectroscopy has become a promising technology among others for noninvasive monitoring of blood glucose. Low cost hand held easy to use devices are becoming more and more popular for monitoring blood glucose and they are likely to become noninvasive in forthcoming years. The reliability and the calibration of these instruments could still be improved, and there is a need for carrying out more studies for improving the sensitivity of the device under different physiological conditions of metabolism, bodily fluid circulation, and blood components. This chapter deals with the design of noninvasive blood glucose sensing system using photoplethysmography (PPG) based on artificial neural networks. Neural network based adaptive noise cancellation (adaline) is employed to reduce the errors introduced due to motion artifacts. Also artificial neural network is used to create the predictive model which estimates the glucose levels based on PPG signals. Error in estimating glucose levels came out to be 5.48 mg/dl using ANN on MATLAB. This predictive model created by ANN has been implemented on field programmable gate array (FPGA). Error in estimating glucose levels by the ANN model implemented on FPGA, came out to be 7.23 mg/dl. The results have been validated by performing Clarke’s error grid analysis. © Springer International Publishing AG 2017.",10.1007/978-3-319-47319-2_1,YES,Unique DOI
Scopus,248,Non-invasive blood glucose monitoring using near infrared spectroscopy,"Diabetes has become a grave concern which can affect anyone irrespective of their age. To prevent the uneasiness of invasive glucose monitoring system, it is desirable to develop a low cost non-invasive blood glucose monitoring system. The present work proposes the feasibility of developing such a method for the continuous monitoring of blood glucose concentration using near infrared spectroscopy. Both linear regression and polynomial regression analysis are studied for developing an enhanced algorithm for estimation of glucose concentration using the scattering property of glucose molecules and the principle of photoplethysmography. Processing of data conversion is performed with MSP430G2553 microcontroller in the integrated development environment (IDE) of Code Composer Studio (CCS). Data analysis is carried out in MATLAB from which a relation between blood glucose concentration and photoplethysmograph is derived. © 2017 IEEE.",10.1109/ICCSP.2017.8286555,YES,Unique DOI
Scopus,249,Non-invasive monitoring of blood glucose using optical methods for skin spectroscopy—opportunities and recent advances,"Diabetes mellitus is a widespread disease with greatly rising patient numbers expected in the future, not only for industrialized countries but also for regions in the developing world. There is a need for efficient therapy, which can be via self-monitoring of blood glucose levels to provide tight glycemic control for reducing the risks of severe health complications. Advancements in diabetes technology can nowadays offer different sensor approaches, even for continuous blood glucose monitoring. Non-invasive blood glucose assays have been promised for many years and various vibrational spectroscopy-based methods of the skin are candidates for achieving this goal. Due to the small spectral signatures of the glucose hidden among a largely variable background, the largest signal-to-noise ratios and multivariate calibration are essential to provide the method applicability for self-monitoring of blood glucose. Besides multiparameter approaches, recently presented devices based on photoplethysmography with wavelengths in the visible and near-infrared range are evaluated for their potential of providing reliable blood glucose concentration predictions. [Figure not available: see fulltext.]. © 2018, Springer-Verlag GmbH Germany, part of Springer Nature.",10.1007/s00216-018-1395-x,YES,Unique DOI
Scopus,250,Study of skin flow motion pattern using photoplethysmogram,"Microcirculatory dysfunction is related to many diseases and occurs long before their clinical manifestation. We used wavelet transform to study the microcirculatory regulatory mechanism in three different groups (18-diabetic, 8-peripheral arterial disease (PAD) and 14 healthy controls) using toe photoplethysmogram (PPG) and 11 different features were derived. Compared to healthy subjects we obtained a significant decrease in the neurogenic (VNe: 286.41 vs. 125.29 (a. u), p-value = 0.000), myogenic (VMe: 281.55 vs. 29.02, p-value = 0.000) and respiratory activity (VRe: 37.68 vs. 9.35, p-value = 0.022) in the diabetic group and significant increase in the cardiac activity (VCe: 19.69 vs. 33.89, p-value = 0.007) in PAD group. Result of linear multiple regressions analysis showed a significant negative association of age and BMI with myogenic activity (p-value = 0.002, r-value = 0.173) and neurogenic activity (p-value = 0.036, r-value = 0.375) respectively. Our study showed that PPG signal can be used as a non-invasive tool for studying the vasomotion impairment in the diabetic patient during resting condition. Copyright © 2020 Inderscience Enterprises Ltd.",10.1504/IJAIP.2020.107525,YES,Unique DOI
Scopus,251,Large Artery Dysfunction in Primary Antiphospholipid Syndrome,"Objective The aim of this study was to assess the arterial distensibility of large vessels and changes in microvasculature in primary antiphospholipid syndrome. Methods Twenty-two antiphospholipid syndrome (APL) patients and 66 age-, sex-, height-, and blood pressure-matched controls were evaluated. Second derivative of the finger photoplethysmogram (SDPTG) was used as a noninvasive method to evaluate the pulse wave. The b/a and d/a indices, which reflect, respectively, large-vessel and small-vessel properties, were calculated from the SDPTG waveform components. Vascular age index was also determined. Results Arterial thrombosis occurred in 59.1% (13/22) of APL patients, with a predominance of stroke episodes (61.5%). Venous thromboembolism was observed in 36.4% (all deep venous thrombosis), and obstetric complications in 36.4%. Frequency of diabetes mellitus, smoking, and dyslipidemia was comparable in APL patients and control subjects (P > 0.05). Concerning plethysmography findings, b/a ratio was higher in patients than in control subjects (-0.44 ± 0.16 vs.-0.54 ± 0.18, P = 0.034), whereas d/a ratio (-0.30 ± 0.16 vs.-0.31 ± 0.18, P = 0.83) was comparable. Moreover, SDPTG (-0.16 ± 0.35 vs.-0.30 ± 0.38, P = 0.16) and vascular age index values (53.5 ± 11.6 vs. 51.8 ± 16.1, P = 0.65) were alike in both groups. Regarding disease-related factors, patients with arterial and venous thrombosis had similar b/a, d/a, and vascular age indices (P = 0.95; P = 0.06; P = 0.12, respectively). Conclusions The higher b/a ratio in APL patients suggests decreased distensibility of large arteries and may be why APL patients are at higher risk for cardiovascular events. The d/a ratio, that is considered a marker of small vessel vascular resistance, was not different than controls. Further studies are needed to evaluate vascular factors that predispose APL patients to atherosclerotic events. © Wolters Kluwer Health, Inc. All rights reserved.",10.1097/RHU.0000000000000618,YES,Unique DOI
Scopus,253,Low Cost Non-Invasive Medical Device for Measuring Hemoglobin,"Analysis of blood substances such as glucose, hemoglobin, protein, etc. are important parameters for health condition monitoring. The method proposed here uses a couple of photo-plethysmo-graphic (PPG) signal obtained from finger by using two monochromatic light at 660nm (Red) and 940nm (IR) to measure hemoglobin non-invasively. An empirical equation for the calculation of hemoglobin content in blood is used here with well-known extinction coefficient of hemoglobin. Non-invasive measurement is much more interesting by its evident advantages such as real time monitoring. The hemoglobin is measured noninvasively and compared with the values from Massimo device. This investigation helps to rule out the diseases like anemia (low Hb level) and polycythemia (high Hb level). © 1998 IEEE.",10.1109/ICIEEIMT.2017.8116834,YES,Unique DOI
Scopus,254,FPGA based system for blood glucose sensing using photoplethysmography and online motion artifact correction using adaline,"This paper proposes a non invasive blood glucose sensing system using photoplethysmography (PPG). Neural network based adaptive noise cancellation (adaline) is employed to reduce the motion artifact. Also artificial neural network is used to create the predictive model which estimates the glucose levels based on PPG signals. Error in estimating glucose levels came out to be 5.48 mg/dl using ANN on MATLAB. This predictive model created by ANN has been implemented on FPGA. Error in estimating glucose levels by the ANN model implemented on FPGA, came out to be 7.23mg/dl. The results have been validated by performing Clarke error grid analysis. © 2015 IEEE.",10.1109/ICSensT.2015.7438358,YES,Unique DOI
Scopus,255,A Non-Invasive Blood Insulin and Glucose Monitoring System Based on Near-Infrared Spectroscopy with Remote Data Logging,"This paper presents the development of a portable, Non-Invasive device for monitoring patients' blood Insulin and Glucose concentration. It is based on Near-Infrared(NIR) Spectroscopy. Perkin-Elmer Lambda 750 spectrometer was used to study the absorbance of Insulin and glucose at different wavelengths of NIR region. NIR LED (Light Emitting diode) of appropriate wavelengths were used to construct a finger clip. A separate Printed Circuit Board (PCB) was constructed; that connects to the finger clip and acquires the Photoplethysmography (PPG) signal at three separate NIR wavelengths. The PPG signal can be used to detect the concentartion of Glucose and Insulin in blood. The PCB has a WiFi module interfaced within it; that supports Internet connectivity and uploads the time series data of insulin and glucose to a server. The data can be viewed in a graphical format by authorized users. This can be used by a medical practitioner to understand whether the data shows an increasing or decreasing trend and hence, will enable to prognosticate the approaching critical condition of the patient much before the critical condition actually occurs. © 2018 IEEE.",10.1109/CBMS.2018.00055,YES,Unique DOI
Scopus,256,Estimation of Blood Glucose from PPG Signal Using Convolutional Neural Network,"The purpose of this paper is to develop a system that can measure the blood glucose level in a non-invasive way. Since blood glucose is an important indicator of health issues, frequent blood glucose measurement is required by a great number of people. Non-invasive methods are getting popular for such measurements since painful collection of blood is not required. In non-invasive methods, blood glucose level is recorded by exploiting the relationship of blood glucose level with various biological signals and parameters. This paper addresses the relationship of glucose level with PPG (photoplethysmoram) signal which can provide information regarding the volume of blood flowing in the test region through exposure of that particular region to infrared light of certain wavelengths. A dataset has been created by collecting the PPG signal of 30 people along with their blood glucose level, measured in invasive way both before and 2 hours after breakfast. A CNN model has been trained with this dataset to exploit the relationship of glucose level with PPG signal and thus the glucose level of blood have been measured. Results obtained from our system have been compared with corresponding glucose level,recorded in invasive way. © 2019 IEEE.",10.1109/BECITHCON48839.2019.9063187,YES,Unique DOI
Scopus,257,A proposed highly-sensitive finger-photoplethysmograph using a sphere-shaped diffuse reflector for non-invasive measurement of blood constituents,"We aim for accurate non-invasive optical measurement of blood constituents, especially alcohol (BAL) and glucose (BGL), by means of a newly designed integrating sphere finger photoplethysmographic sensor (isFPPG). The sensitivity of the new device was compared with that of a conventional transmittance-type sensor (tmFPPG). We used near-infrared light at 1160-nm, a window in the water absorption spectrum and strong BAL absorption peak, and 1600-nm, a strong absorption peak of BGL. In 8 volunteers, simultaneous measurements of both isFPPG and tmFPPG from the index fingers with both wavelengths were made using a laser-based experimental setup. The difference of signal-to-noise ratios (SNRs) between isFPPG and tmFPPG were evaluated. We found statistically significant higher SNRs with the isFPPG, by factors of 1.58 and 4.80 for the FPPG measurements at 1160-nm and 1600-nm, respectively. Thus, the proposed method at these wavelengths could be particularly useful to reduce influences of the strong water absorption bands. © 2014, Japan Soc. of Med. Electronics and Biol. Engineering. All rights reserved.",10.11239/jsmbe.52.O-518,YES,Unique DOI
Scopus,258,"Toe photoplethysmographic monitor, a promising noninvasive technique for tracking systolic blood pressure trends beat-to-beat","The call for early detection of hypotension creates a heavy demand for new methods that can monitor trends in blood pressure (BP) levels continuously and noninvasively. Photoplethysmography (PPG) is widely used in hemodynamic analysis. We assessed the feasibility of toe PPG in tracing BP trends using BP readings obtained by standard intermittent noninvasive BP measurements from the arm of a patient with severe hypoxic-ischemic brain injury. We demonstrated that an attenuated or inversed dicrotic wave of toe PPG is predictive of BP trends, and this method could be applicable for the continuous noninvasive monitoring of systolic BP at a beat-by-beat basis. Copyright © Lippincott Williams & Wilkins.",10.1097/MBP.0000000000000057,YES,Unique DOI
Scopus,259,Noninvasive Diagnostic Methods for Better Screening of Peripheral Arterial Disease,"Background: Peripheral arterial disease (PAD) is a common circulatory problem in which narrowed arteries reduce blood flow to extremities, usually legs. It does not receive enough blood flow to keep up with demand. This causes symptoms, most notably leg pain while walking which is known as claudication. It is a common manifestation of type-2 Diabetes, but the relationship between other vascular diseases and lower limb peripheral arterial disease (LLPAD) has been poorly understood and investigated. Methods: When assessing a patient with clinical LLPAD, 2 methods are used to establish a diagnosis: one is noninvasive testing and other is invasive. Invasive methods are painful and get so bad that some people need to have a leg surgery. People with diabetes are at increased risk for amputation, and it is used only when the damage is very severe. Results: Diagnosis of LLPAD begins with a physical examination, patient history, and certain questionnaire, and noninvasive mode of diagnosis is started for the screening of patients. Clinicians check for weak pulses in the legs and then decide for further diagnosis. This article discusses the prevalence of LLPAD worldwide and in India, along with the clinical effectiveness and limitations of these methods in case of diabetes. Conclusions: The focus of this review is to discuss only those noninvasive methods that are widely used for screening of LLPAD, such as ankle-brachial index (ABI), toe-brachial index (TBI), and use of photoplethysmogram (PPG) especially in case of diabetic patients. Also, this article gives an overview of the work carried out using ABI, TBI, and PPG for detection of LLPAD. These tests are not painful and could be performed in a cost-effective manner to avoid delays in screening/diagnosis and also reduce costs. © 2018 Elsevier Inc.",10.1016/j.avsg.2018.03.018,YES,Unique DOI
Scopus,261,Comparison of Noninvasive Blood Glucose Estimation Using Various Regression Models,"In this work we aim to evaluate the performance of three types of machine learning models implemented for blood glucose level (BGL) estimation. Pulse photoplethysmography signal is acquired from 611 human subjects and used for the analysis. Time and frequency domain features are extracted using (1) Frame based and (2) Single Pulse Analysis technique. These two features are used as input to train neural network, Support vector machines and Random forest models. These trained models are used for the estimation of BGL values. The BGL estimation performance of these models, (i) neural network, (ii) SVM, (iii) RF and (iv) K-fold RF are compared based on two feature sets i.e. Frame based time and frequency domain features and Single Pulse Analysis based time and frequency domain features. The performance of each system model is evaluated on the basis of, (i) Coefficient of determination i.e. R2, (ii) Spearman’s coefficient of correlation, (iii) Pearson’s coefficient of correlation and (iv) Clarke error grid analysis. We observed that Single Pulse Analysis technique shows better performance as compared to Frame based technique. The highest R2 value (0.95) for Single Pulse analysis is obtained for K-fold RF network. For Single Pulse Analysis, all other models also show comparable BGL estimation accuracy with R2 values ranging from 0.91 to 0.94. According to Clarke error grid analysis the values that lie in class A and class B are clinically accepted. We obtained highest prediction accuracy for Single Pulse analysis with K-fold random forest with 93.2% (class A) and 6.8% (class B). © Springer Nature Singapore Pte Ltd. 2020.",10.1007/978-981-15-4828-4_25,YES,Unique DOI
Scopus,262,Non-invasive heart state monitoring,"Health Monitoring has become one of the most important task of this century with a change in population demography to build a smart healthcare system to give proper treatment to the correct patient with reduced cost, more consistently for better living. Heart & it's related parameters are very important for good health condition. Statistics from Centers for Disease Control and Prevention, in 2008, around 616K people died of heart disease and 25% cause of total death and in 2010 the percentage grew up to 31%. High blood pressure, high cholesterol, diabetes, smoking, overweight are some of the real cause of heart disease. To determine heart state, ECG is a proven and well accepted system. But, the device is expensive and requires training. ECG sensor measures the bio-potential generated by the electrical signals that is responsible to control the expansion and contraction of heart chambers. In this article, we have focused literature review on Non-Invasive cardiovascular monitoring researches undertaken so far to provide new possibilities and research trends so that we can monitor our health better and take precautions earlier with the use and advancement of Computer Science & Technology. Here we have primarily focused on PPG signal and its application to measure important blood parameters like Glucose, HB, SP02 that indirectly or directly can provide us a status of our health when required. Recent report suggests that PPG is very useful for measuring heart rates, arterial age (with PPG derivatives), blood pressure, oxygen saturation, emotion detection, respiratory rate etc. Accurate measurement of PPG can open up new possibilities in non-invasive computer aided cardiac research for smart care-giving. © 2018 Oriental Scientific Publishing Company.",10.13005/bpj/1561,YES,Unique DOI
Scopus,263,Side-scattered finger-photoplethysmography: Experimental investigations toward practical noninvasive measurement of blood glucose,"The aim of this study was to discover a simple/convenient geometrical arrangement of radiation sources and detector to acquire finger-photoplethysmograms (PPGs) with wavelength regions of blood glucose (BGL) absorption, toward practical noninvasive BGL measurement. First, we compared PPGs with three wavelengths: 808 nm (without water absorption), 1160 nm (with weak water absorption), and 1600 nm (with nearly peak BGL absorption and strong water absorption), while the source-detector spacing was successively increased circumferentially around a fingertip. In 10 healthy subjects, we observed clear cardiac-related pulsatile components of PPG signals at 808 and 1160 nm in any incident positions with more than 15 dB of signal-to-noise ratio (S/N), but reliable PPG detections at 1600 nm with more than 10 dB of S/N was only possible when the source-detector distance was less than 3 mm around the fingertip circumference. Second, with this arrangement, an experiment was performed using six wavelengths to cover glucose absorption bands (from 1550 to 1749 nm), obtaining pulsatile PPG signals with more or less 15 dB of S/N. Through the present experiments, this orthogonal arrangement of the source and detector to detect forward- and side-scattered radiation through the tissue is appropriate for PPG measurements with wavelength regions where there is potential for BGL measurement. © The Authors. Published by SPIE under a Creative Commons Attribution 3.0 Unported License. Distribution or reproduction of this work in whole or in part requires full attribution of the original publication, including its DOI.",10.1117/1.JBO.22.6.067001,YES,Unique DOI
Scopus,264,Design and Implementation of a Wearable System for Non-Invasive Glucose Level Monitoring,"Among current issues that are challenging to be dealt with in medical science, Diabetes is a noteworthy one. A good number of invasive techniques to measure blood glucose levels have been devised in the past few decades that had been a mixed blessing because it carried multiple limitations along with beneficial sides. Pain, discomfort, and risks of pathogenic infection were some of the basic drawbacks. So, per the demand of time, our main objective of this paper is to introduce a method of blood glucose level measurement that is non-invasive and can overcome the former limitations with better accuracy in a very cost-effective way. Blood glucose concentration can be measured using the PPG (Photoplethysmogram) signal. But to gain higher accuracy we need to consider the physiological variations which lead to erroneous measurement of glucose levels. Using GSR (Galvanic Skin Response) sensor data, these perturbations can be minimized. So, in our model PPG sensor and GSR sensor have been used to accurately measure blood glucose levels. Extracted data from these two sensors as well as recorded blood glucose measurement using conventional glucometer were applied in a deep learning algorithm to measure blood glucose level non-invasively. Then the output of our proposed system was compared to conventional invasive technique. The results showed that our proposed multi sensor-based system improves prediction error of glucose level. © 2019 IEEE.",10.1109/BECITHCON48839.2019.9063193,YES,Unique DOI
Scopus,265,Synchronizing chaotification with support vector machine and wolf pack search algorithm for estimation of peripheral vascular occlusion in diabetes mellitus,"This study proposes a method for the estimation of peripheral vascular occlusion (PVO) in diabetic foot using a support vector machine (SVM) classifier with the wolf pack search (WPS) algorithm. The long-term presence of elevated blood sugar levels commonly results in peripheral neuropathy, peripheral vascular disease, nephropathy, and retinopathy in patients with Type 2 diabetes mellitus. Patients with PVO disease have decreased walking capability and life quality in diabetes mellitus and poor peripheral circulation of PVO causes morbidity like infection and amputation of the legs or feet of diabetics. This progressively vascular occlusion is often ignored by the patients and primary care physicians in early stage. Therefore, a reliable method of diagnostic assistance is crucial for early diagnosis and monitoring of PVO and prevention of amputation. Photoplethysmography (PPG) is a non-invasive technique for detecting blood volume changes in peripheral vascular bed. Literature indicates that the pulse transit time increases and waveform shape changes increase in PPG of the vascular occlusion. PPG pulses of feet gradually become asynchronous due to the different speed of deteriorating patency and collateral circulation in the peripheral arteries. We utilized synchronizing chaotification to compare the bilateral similarity and asymmetry of PPG signals, and applied SVM to estimate three degrees of PVO. Among 33 subjects tested, this classification technique could recognize various butterfly motion patterns representing severities successfully including normal condition, lower-degree disease, and higher-degree disease. The proposed method has potential for providing diagnostic assistance for PVO of diabetics and other high-risk populations, with efficiency and higher accuracy. © 2013 Elsevier Ltd. All rights reserved.",10.1016/j.bspc.2013.10.001,YES,Unique DOI
Scopus,266,Type 2 diabetes screening test by means of a pulse oximeter,"In this paper, we propose a method for screening for the presence of type 2 diabetes by means of the signal obtained from a pulse oximeter. The screening system consists of two parts: the first analyzes the signal obtained from the pulse oximeter, and the second consists of a machine-learning module. The system consists of a front end that extracts a set of features form the pulse oximeter signal. These features are based on physiological considerations. The set of features were the input of a machine-learning algorithm that determined the class of the input sample, i.e., whether the subject had diabetes or not. The machine-learning algorithms were random forests, gradient boosting, and linear discriminant analysis as benchmark. The system was tested on a database of 1157 subjects (two samples per subject) collected from five community health centers. The mean receiver operating characteristic area found was 69.4% (median value 71.9% and range 75.4-61.1%), with a specificity = 64% for a threshold that gave a sensitivity = 65%. We present a screening method for detecting diabetes that has a performance comparable to the glycated haemoglobin (haemoglobin A1c HbA1c) test, does not require blood extraction, and yields results in less than 5 min. © 2016 IEEE.",10.1109/TBME.2016.2554661,YES,Unique DOI
Scopus,267,Noninvasive blood glucose monitoring system based on near-infrared method,"Diabetes is considered one of the life-threatening diseases in the world which need continuous monitoring to avoid the complication of diabetes. There is a need to develop a non-invasive monitoring system that avoids the risk of infection problems and pain caused by invasive monitoring techniques. This paper presents a method for developing a noninvasive technique to predict the blood glucose concentration (BCG) based on the Near-infrared (NIR) light sensor. A prototype is developed using a finger sensor based on LED of 940 nm wavelength to collect photoplethysmography (PPG) signal which is variable depending on the glucose concentration variance, a module circuit to preprocess PPG signals is realized, which includes an amplifier and analog filter circuits, an Arduino UNO is used to analog-to-digital conversion. A digital Butterworth filterer is used to remove PPG signal trends, then detect the PPG data peaks to determine the relationship between the PPG signal and (BCG) and use it as input parameters to build the calibration model based on linear regression. Experiments show that the Root Mean Squares Error (RMSE) of the prediction is between 8.264mg/dL and 13.166 mg/dL, the average of RMSE is about 10.44mg/dL with a correlation coefficient (R2) of 0.839, it is observed that the prediction of glucose concentration is in the clinically acceptable region of the standard Clark Error Grid (CEG). © 2020 Institute of Advanced Engineering and Science.",10.11591/ijece.v10i2.pp1736-1746,YES,Unique DOI
Scopus,268,Smart technology for non invasive biomedical sensors to measure physiological parameters,"Communication and Information technologies are transforming our lifestyles, social interactions, and workplaces. One of the promising applications of the information and communication technology is healthcare and wellness management. Advancement in electronic health care and mobile have made doctors and patients to involve the modern healthcare system by extending the capabilities of physiological monitoring devices. Various biomedical sensors are being used to measure the physiological parameters like pulse rate, blood glucose level, blood pressure etc., Among various bio-sensor, Researchers from different field of science are particularly and increasingly interested in Photoplethysmography (PPG) signals. This chapter addresses the importance of bio sensors and its principle, significance of remote monitoring of PPG signal using Radio Frequency (RF) and design challenges in RF connectivity. Also this chapter presents a reliable low power wireless transmission mechanism of biomedical signals which works on narrow band RF frequencies. © 2017, IGI Global. All rights reserved.",10.4018/978-1-5225-0920-2.ch019,YES,Unique DOI
Scopus,269,A digital biomarker of diabetes from smartphone-based vascular signals,"The global burden of diabetes is rapidly increasing, from 451 million people in 2019 to 693 million by 20451. The insidious onset of type 2 diabetes delays diagnosis and increases morbidity2. Given the multifactorial vascular effects of diabetes, we hypothesized that smartphone-based photoplethysmography could provide a widely accessible digital biomarker for diabetes. Here we developed a deep neural network (DNN) to detect prevalent diabetes using smartphone-based photoplethysmography from an initial cohort of 53,870 individuals (the ‘primary cohort’), which we then validated in a separate cohort of 7,806 individuals (the ‘contemporary cohort’) and a cohort of 181 prospectively enrolled individuals from three clinics (the ‘clinic cohort’). The DNN achieved an area under the curve for prevalent diabetes of 0.766 in the primary cohort (95% confidence interval: 0.750–0.782; sensitivity 75%, specificity 65%) and 0.740 in the contemporary cohort (95% confidence interval: 0.723–0.758; sensitivity 81%, specificity 54%). When the output of the DNN, called the DNN score, was included in a regression analysis alongside age, gender, race/ethnicity and body mass index, the area under the curve was 0.830 and the DNN score remained independently predictive of diabetes. The performance of the DNN in the clinic cohort was similar to that in other validation datasets. There was a significant and positive association between the continuous DNN score and hemoglobin A1c (P ≤ 0.001) among those with hemoglobin A1c data. These findings demonstrate that smartphone-based photoplethysmography provides a readily attainable, non-invasive digital biomarker of prevalent diabetes. © 2020, The Author(s), under exclusive licence to Springer Nature America, Inc.",10.1038/s41591-020-1010-5,YES,Unique DOI
Scopus,270,Mobile application for the monitoring of patients with diabetes problems through devices based on spectrophotometry,"In the course of recent years, the area of information and communication technologies (ICT) is closely related to medicine or health sector, in such a way that the manual processes used in this sector have been automated in order to provide a better quality of life for both the health organization and the patient. This article proposes a mobile application for the monitoring of patients with diabetes problems through an assisted mobile application of a non-invasive glucometer based on the principle of spectrophotometry and photoplethysmography in order that the patient has a better quality of life without having to undergo the usual treatment by invasive glucometers. © 2019 IEEE.",10.1109/IESTEC46403.2019.00116,YES,Unique DOI
Scopus,271,Assessment of Subtle Changes in Diabetes-Associated Arteriosclerosis using Photoplethysmographic Pulse Wave from Index Finger,"Distortions in macro- and microcirculation are principal contributors to diabetes-associated complications. This study aimed at investigating the validity of applying non-invasive photoplethysmographic (PPG) waveform parameters in detecting diabetes-induced subtitle changes in arterial stiffness. Between July 2009 and October 2010, totally 94 middle-aged and elderly subjects were recruited including 48 without diabetes (Group 1) and 46 with the disease (Group 2). Demographic (i.e., age, gender), anthropometric (body-mass index), biochemical (i.e., glycated hemoglobin concentration), and hemodynamic (i.e., systolic blood pressure, heart rate) parameters were obtained. Crest time (CT) and crest time ratio (CTR) computed from PPG signals acquired from left index finger were compared with left index finger pulse wave velocity (PWVfinger) obtained from six-channel ECG-PWV system to investigate the differences between the two groups and the associations of these indices with the parameters of testing subjects. Significant difference was only noted in CTR between the two groups (P < 0.005). Despite correlation of both CT and CTR with age, only CTR demonstrated significant associations with hemodynamic parameters. CTR could differentiate diabetic patients from healthy individuals despite absence of difference in arterial stiffness assessed by conventional PWV, highlighting its superior sensitivity to subtle changes in diabetes-associated arteriosclerosis. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.",10.1007/s10916-018-0901-1,YES,Unique DOI
Scopus,272,A novel heart rate and non-invasive glucose measuring device,"At the cross section of the fields of biomedical devices and signal processing, is the work of a novel heart rate and non-invasive blood glucose measuring device capable of measuring these vital medical parameters in parallel. This paper describes different non-invasive methods used to measure these parameters involving concepts from signal processing. The concept of Near Infrared (NIR) photoplethysmography is used to measure the change in the light absorbed by illuminating the skin to compute the pulse rate of a person combined with the help of a proposed novel algorithm while blood glucose is measured optically with the help of an Infrared LED (wavelength of 940nm) in which the amount of light received by the photodiode determines the glucose concentration in the blood. The paper focuses on making a remote, cost effective device capable of efficient measurement combined with a user-friendly GUI. The proposed device also uploads the measured values on the cloud for authentic diagnosis by physicians for far-away patients' lacking state of the art diagnosis. © 2017 IEEE.",10.1109/ICCSP.2017.8286704,YES,Unique DOI
Scopus,274,Photoplethysmography circuit design for peak-to-peak voltage monitoring via arduino uno with moving average filter,"This paper presents a circuit design which can capture photoplethysmography signal and estimate its peak-to-peak voltage reading with the aid of an Arduino microcontroller. Photoplethysmography is a non-invasive optical technique used to detect blood volume changes in the microvascular bed of tissue. With this technique, common health-related factors like heart rate reading, blood pressure reading, and blood glucose level can be measured. The proposed circuit design uses a CNY70 reflectance photoplethysmography sensor and an SEN-09673 force sensitive resistor to determine the force applied on the finger strap that can be worn on any of the proximal phalanges of the user. An algorithm referred to as Moving Average Filter is applied to estimate the photoplethysmography signal in terms of peak-to-peak voltage. © 2019 Association for Computing Machinery.",10.1145/3326172.3326191,YES,Unique DOI
Scopus,275,Detection of type-2 diabetes using characteristics of toe photoplethysmogram by applying support vector machine,"Diabetes mellitus (DM) is one of the most widespread and rapidly growing diseases. With its advancement, DM-related complications are also increasing. We used characteristic features of toe photoplethysmogram for the detection of type-2 DM using support vector machine (SVM). We collected toe PPG signal, from 58 healthy and 83 type-2 DM subjects. From each PPG signal 37 different features were extracted for further classification. To improve the performance of SVM and reduce the noisy data we employed hybrid feature selection technique that reduces the feature set of 37 to 10 on the basis of majority voting. Using 10 selected features set, we gained an accuracy of 97.87%, sensitivity of 98.78% and specificity of 96.61%. Further for the validation of our method we need to do random population test, so that it can be used as a non-invasive screening tool. Photoplethysmogram is an economic, technically easy and completely non-invasive method for both physician and subject. With the high accuracy that we obtained, we hope that our work will help the clinician in screening of diabetes and adopting suitable treatment plan for preventing end organ damage. © 2018",10.1016/j.bbe.2018.09.007,YES,Unique DOI
